FromNode,ToNode,SourcePort,DestinationPort,Size,Priority,StartTime,EndTime,Duration
h13,h20,2,1,54747,0,+1000604294.0ns,+1001022058.0ns,417764
h8,h22,2,1,25891,0,+1000659709.0ns,+1001072726.0ns,413017
h4,h23,2,1,1579544,0,+1000546947.0ns,+1001213058.0ns,666111
h16,h23,2,1,3332655,0,+1000526348.0ns,+1001338909.0ns,812561
h6,h23,2,1,75678,0,+1000947499.0ns,+1001362583.0ns,415084
h3,h23,2,1,51138,0,+1000996108.0ns,+1001409175.0ns,413067
h12,h23,2,1,30662,0,+1001282415.0ns,+1001696285.0ns,413870
h5,h22,2,1,67676,0,+1001306856.0ns,+1001726838.0ns,419982
h9,h22,2,1,1837985,0,+1001181727.0ns,+1001749728.0ns,568001
h10,h21,2,1,171512,0,+1001598235.0ns,+1002073595.0ns,475360
h15,h22,2,1,74158,0,+1001758345.0ns,+1002173304.0ns,414959
h10,h21,2,2,28183,0,+1001791975.0ns,+1002214072.0ns,422097
h6,h21,2,1,5579491,0,+1001625204.0ns,+1002534451.0ns,909247
h2,h21,2,1,25050,0,+1002589471.0ns,+1003002352.0ns,412881
h5,h20,2,1,1558042,0,+1002473114.0ns,+1003010020.0ns,536906
h14,h22,2,1,346951,0,+1002573327.0ns,+1003012765.0ns,439438
h6,h22,2,1,5696161,0,+1002664667.0ns,+1003541654.0ns,876987
h12,h23,2,2,32029,0,+1003385130.0ns,+1003796644.0ns,411514
h15,h23,2,1,871871,0,+1003481250.0ns,+1004033367.0ns,552117
h13,h22,2,1,66648,0,+1003637770.0ns,+1004070603.0ns,432833
h6,h20,2,1,2306517,0,+1003215498.0ns,+1004093020.0ns,877522
h13,h21,2,1,6713,0,+1003639857.0ns,+1004113565.0ns,473708
h1,h20,2,1,1298317,0,+1003396228.0ns,+1004150573.0ns,754345
h14,h23,2,1,57885,0,+1003756494.0ns,+1004183573.0ns,427079
h3,h22,2,1,5154710,0,+1003384940.0ns,+1004686891.0ns,1301951
h3,h22,2,2,4965148,0,+1003410752.0ns,+1004697122.0ns,1286370
h1,h23,2,1,287095,0,+1004325079.0ns,+1004757538.0ns,432459
h7,h20,2,1,18523650,0,+1002795579.0ns,+1005023032.0ns,2227453
h11,h22,2,1,5929360,0,+1004357425.0ns,+1005259148.0ns,901723
h1,h20,2,2,67771,0,+1004835434.0ns,+1005260824.0ns,425390
h8,h23,2,1,26049,0,+1004902664.0ns,+1005315713.0ns,413049
h11,h23,2,1,112055,0,+1005075411.0ns,+1005502634.0ns,427223
h1,h22,2,1,936,0,+1005222476.0ns,+1005631181.0ns,408705
h8,h22,2,2,49764,0,+1005400281.0ns,+1005816313.0ns,416032
h16,h20,2,1,2150834,0,+1004916512.0ns,+1005855515.0ns,939003
h9,h21,2,1,1197046,0,+1005363629.0ns,+1005978449.0ns,614820
h9,h21,2,2,745225,0,+1005516712.0ns,+1006092986.0ns,576274
h12,h21,2,1,76,0,+1005706792.0ns,+1006114874.0ns,408082
h7,h21,2,1,71594,0,+1005779813.0ns,+1006194561.0ns,414748
h13,h20,2,2,3959297,0,+1004881785.0ns,+1006275507.0ns,1393722
h6,h20,2,2,9757597,0,+1004667772.0ns,+1006468725.0ns,1800953
h8,h23,2,2,24391,0,+1006104390.0ns,+1006515257.0ns,410867
h15,h20,2,1,2745349,0,+1005494742.0ns,+1006611878.0ns,1117136
h12,h21,2,2,4028083,0,+1005917573.0ns,+1006657489.0ns,739916
h2,h20,2,1,35040,0,+1006248860.0ns,+1006662866.0ns,414006
h1,h22,2,2,18213,0,+1006307001.0ns,+1006717377.0ns,410376
h13,h23,2,1,144304,0,+1006411775.0ns,+1006974153.0ns,562378
h3,h20,2,1,23861,0,+1006590635.0ns,+1007003385.0ns,412750
h10,h20,2,1,4114136,0,+1006249391.0ns,+1007183346.0ns,933955
h14,h20,2,1,61069,0,+1007447224.0ns,+1007866020.0ns,418796
h7,h22,2,1,2095384,0,+1007242503.0ns,+1007995720.0ns,753217
h10,h21,2,3,34010,0,+1007667940.0ns,+1008079599.0ns,411659
h8,h22,2,3,5363,0,+1007551581.0ns,+1008128371.0ns,576790
h15,h22,2,2,9824303,0,+1006789187.0ns,+1008178083.0ns,1388896
h15,h22,2,3,74909,0,+1007863883.0ns,+1008278903.0ns,415020
h11,h20,2,1,7270,0,+1008042422.0ns,+1008452432.0ns,410010
h13,h23,2,2,116458,0,+1008098906.0ns,+1008526860.0ns,427954
h3,h21,2,1,109898,0,+1008207520.0ns,+1008634945.0ns,427425
h12,h22,2,1,1065614,0,+1008155590.0ns,+1008652027.0ns,496437
h10,h21,2,4,97629,0,+1008293946.0ns,+1008710860.0ns,416914
h6,h22,2,2,60382,0,+1008398483.0ns,+1008814808.0ns,416325
h4,h21,2,1,225485,0,+1008338734.0ns,+1008821445.0ns,482711
h3,h20,2,2,178772,0,+1008379316.0ns,+1008951378.0ns,572062
h15,h22,2,4,2434005,0,+1008247147.0ns,+1009065667.0ns,818520
h4,h23,2,2,7345273,0,+1007961454.0ns,+1009198330.0ns,1236876
h5,h23,2,1,193634,0,+1008678133.0ns,+1009214245.0ns,536112
h7,h20,2,2,46980,0,+1008898172.0ns,+1009310897.0ns,412725
h14,h21,2,1,9559896,0,+1008334285.0ns,+1009547365.0ns,1213080
h12,h21,2,3,17878,0,+1009337087.0ns,+1009937595.0ns,600508
h8,h20,2,1,158258,0,+1009116255.0ns,+1009937622.0ns,821367
h2,h21,2,2,29032,0,+1009323673.0ns,+1009940011.0ns,616338
h11,h20,2,2,17345,0,+1009774197.0ns,+1010184485.0ns,410288
h7,h20,2,3,302185,0,+1009804309.0ns,+1010238007.0ns,433698
h2,h23,2,1,653275,0,+1009912267.0ns,+1010374820.0ns,462553
h13,h22,2,2,67660,0,+1010050246.0ns,+1010464670.0ns,414424
h5,h21,2,1,5988,0,+1010097939.0ns,+1010507296.0ns,409357
h9,h21,2,3,1576039,0,+1010446180.0ns,+1010984567.0ns,538387
h15,h23,2,2,4303111,0,+1010833976.0ns,+1011596479.0ns,762503
h8,h23,2,3,3273806,0,+1011346339.0ns,+1012062591.0ns,716252
h9,h22,2,3,48259,0,+1011696214.0ns,+1012214933.0ns,518719
h5,h20,2,2,98171,0,+1011680091.0ns,+1012262161.0ns,582070
h4,h20,2,1,1052833,0,+1011712091.0ns,+1012392354.0ns,680263
h16,h22,2,1,6670072,0,+1011173306.0ns,+1012432634.0ns,1259328
h10,h23,2,1,27563,0,+1012115656.0ns,+1012528967.0ns,413311
h2,h23,2,2,4945193,0,+1011538845.0ns,+1012547080.0ns,1008235
h9,h22,2,2,6648745,0,+1011539301.0ns,+1012680950.0ns,1141649
h9,h21,2,4,61668,0,+1012912609.0ns,+1013435327.0ns,522718
h3,h20,2,4,5491,0,+1013231261.0ns,+1013641708.0ns,410447
h1,h20,2,3,165191,0,+1012874916.0ns,+1013716021.0ns,841105
h5,h21,2,2,441178,0,+1013411913.0ns,+1013891943.0ns,480030
h1,h22,2,3,2348861,0,+1012366672.0ns,+1013923736.0ns,1557064
h12,h21,2,4,3484578,0,+1012384189.0ns,+1013962695.0ns,1578506
h11,h23,2,2,1933250,0,+1013230828.0ns,+1014001741.0ns,770913
h3,h20,2,3,182516,0,+1012776659.0ns,+1014231957.0ns,1455298
h14,h22,2,2,681963,0,+1013023402.0ns,+1014682044.0ns,1658642
h11,h20,2,3,302264,0,+1013315320.0ns,+1014837896.0ns,1522576
h6,h21,2,3,69948,0,+1013369348.0ns,+1015010050.0ns,1640702
h3,h21,2,2,4851169,0,+1012549255.0ns,+1015252519.0ns,2703264
h15,h22,2,5,8554633,0,+1012804481.0ns,+1015377305.0ns,2572824
h4,h20,2,3,24303,0,+1013577051.0ns,+1015773172.0ns,2196121
h7,h20,2,5,87196,0,+1015484886.0ns,+1015908007.0ns,423121
h13,h21,2,2,1779,0,+1015509892.0ns,+1015919034.0ns,409142
h5,h20,2,3,250707,0,+1015537189.0ns,+1016014889.0ns,477700
h5,h23,2,2,844713,0,+1015495123.0ns,+1016020479.0ns,525356
h1,h20,2,4,1314892,0,+1013612843.0ns,+1016035369.0ns,2422526
h12,h23,2,3,36507,0,+1014784254.0ns,+1016047962.0ns,1263708
h6,h20,2,4,48241,0,+1015607666.0ns,+1016053140.0ns,445474
h3,h20,2,6,9757,0,+1014895866.0ns,+1016072150.0ns,1176284
h7,h20,2,4,7808,0,+1013918913.0ns,+1016083861.0ns,2164948
h4,h20,2,2,3352327,0,+1013527659.0ns,+1016232254.0ns,2704595
h2,h21,2,3,22046,0,+1014416680.0ns,+1016237588.0ns,1820908
h14,h20,2,2,1442,0,+1015832089.0ns,+1016241187.0ns,409098
h14,h22,2,3,6210086,0,+1013216952.0ns,+1016270641.0ns,3053689
h14,h21,2,2,155198,0,+1015400485.0ns,+1016284469.0ns,883984
h10,h20,2,2,479999,0,+1015519593.0ns,+1016332255.0ns,812662
h14,h22,2,4,16994,0,+1015905421.0ns,+1016338285.0ns,432864
h3,h22,2,3,6707,0,+1014855939.0ns,+1016342774.0ns,1486835
